Speaker.Number,Sex,Feature.0,Feature.1,Feature.2,Feature.3,Feature.4,Feature.5,Feature.6,Feature.7,Feature.8,Feature.9,Class
Andrew,Male,(-4.2625;-3.538],(-0.1235;0.426],[-Inf;0.4725],(1.5145; Inf],(-0.7345;0.286],(1.451; Inf],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hid
Kate,Female,(-4.2625;-3.538],(-0.1235;0.426],[-Inf;0.4725],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],(0.4795; Inf],[-Inf;-0.69],[-Inf;-0.4855],(-0.9615; Inf],hid
Kate,Female,(-3.538;-3.0185],(0.426;0.711],[-Inf;0.4725],(1.5145; Inf],(0.286; Inf],(1.451; Inf],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hId
Kate,Female,(-3.0185;-2.403],(0.711;1.4125],[-Inf;0.4725],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hEd
Kate,Female,(-3.0185;-2.403],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hAd
Kate,Female,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.0915],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hYd
Kate,Female,(-3.0185;-2.403],(0.711;1.4125],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],had
Kate,Female,(-3.538;-3.0185],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hOd
Kate,Female,(-4.2625;-3.538],(3.1765; Inf],[-Inf;0.4725],(0.0525;0.829],[-Inf;-1.0915],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hod
Kate,Female,(-3.0185;-2.403],(0.711;1.4125],[-Inf;0.4725],(0.829;1.5145],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],[-Inf;-0.9615],hed
Penny,Female,(-3.538;-3.0185],[-Inf;-0.1235],[-Inf;0.4725],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],[-Inf;-0.69],(-0.4855;0.122],(-0.9615; Inf],hid
Penny,Female,(-3.0185;-2.403],(-0.1235;0.426],[-Inf;0.4725],(0.0525;0.829],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hId
Penny,Female,(-2.403;-1.6645],(0.426;0.711],[-Inf;0.4725],(0.829;1.5145],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hEd
Penny,Female,(-2.403;-1.6645],(2.1435;3.1765],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hAd
Penny,Female,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hYd
Penny,Female,(-2.403;-1.6645],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],had
Penny,Female,(-3.0185;-2.403],(2.1435;3.1765],(0.4725;1.086],(0.0525;0.829],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hOd
Penny,Female,(-4.2625;-3.538],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hod
Penny,Female,(-4.2625;-3.538],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(0.286; Inf],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hUd
Penny,Female,[-Inf;-4.6685],(2.1435;3.1765],(0.4725;1.086],[-Inf;0.0525],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hud
Penny,Female,(-3.0185;-2.403],(0.711;1.4125],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hed
Penny,Female,(-3.538;-3.0185],[-Inf;-0.1235],[-Inf;0.4725],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],[-Inf;-0.69],(-0.4855;0.122],(-0.9615; Inf],hid
Penny,Female,(-3.0185;-2.403],(-0.1235;0.426],[-Inf;0.4725],(0.0525;0.829],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hId
Penny,Female,(-2.403;-1.6645],(0.426;0.711],[-Inf;0.4725],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hEd
Penny,Female,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hYd
Penny,Female,(-2.403;-1.6645],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],had
Penny,Female,(-3.0185;-2.403],(2.1435;3.1765],(0.4725;1.086],(0.0525;0.829],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hOd
Penny,Female,(-4.6685;-4.2625],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hod
Penny,Female,(-4.2625;-3.538],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hUd
Penny,Female,[-Inf;-4.6685],(2.1435;3.1765],(0.4725;1.086],[-Inf;0.0525],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hud
Penny,Female,(-3.0185;-2.403],(1.4125;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hed
Penny,Female,(-4.2625;-3.538],[-Inf;-0.1235],[-Inf;0.4725],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],[-Inf;-0.69],(-0.4855;0.122],(-0.9615; Inf],hid
Penny,Female,(-2.403;-1.6645],(0.426;0.711],[-Inf;0.4725],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hEd
Penny,Female,(-2.403;-1.6645],(2.1435;3.1765],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hAd
Penny,Female,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hYd
Penny,Female,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],(0.0525;0.829],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],had
Penny,Female,(-3.0185;-2.403],(2.1435;3.1765],(0.4725;1.086],(0.0525;0.829],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hOd
Penny,Female,(-4.6685;-4.2625],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hod
Penny,Female,[-Inf;-4.6685],(1.4125;2.1435],(0.4725;1.086],[-Inf;0.0525],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hud
Penny,Female,(-3.0185;-2.403],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hed
Penny,Female,(-4.2625;-3.538],[-Inf;-0.1235],[-Inf;0.4725],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],[-Inf;-0.69],[-Inf;-0.4855],(-0.9615; Inf],hid
Penny,Female,(-3.538;-3.0185],(-0.1235;0.426],[-Inf;0.4725],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hId
Penny,Female,(-3.0185;-2.403],(0.711;1.4125],[-Inf;0.4725],(0.829;1.5145],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hEd
Penny,Female,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hYd
Penny,Female,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],(0.0525;0.829],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],had
Penny,Female,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],(0.0525;0.829],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hOd
Penny,Female,(-4.6685;-4.2625],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hod
Penny,Female,(-4.2625;-3.538],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hUd
Penny,Female,[-Inf;-4.6685],(2.1435;3.1765],(0.4725;1.086],[-Inf;0.0525],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hud
Penny,Female,(-3.0185;-2.403],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hed
Penny,Female,(-4.2625;-3.538],(-0.1235;0.426],[-Inf;0.4725],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hid
Penny,Female,(-3.0185;-2.403],(0.426;0.711],[-Inf;0.4725],(0.829;1.5145],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hEd
Penny,Female,(-2.403;-1.6645],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hAd
Penny,Female,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hYd
Penny,Female,(-3.0185;-2.403],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],had
Penny,Female,(-3.538;-3.0185],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hOd
Penny,Female,(-4.6685;-4.2625],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hod
Penny,Female,(-4.2625;-3.538],(1.4125;2.1435],[-Inf;0.4725],[-Inf;0.0525],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hUd
Penny,Female,[-Inf;-4.6685],(2.1435;3.1765],(0.4725;1.086],[-Inf;0.0525],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hud
Penny,Female,(-3.0185;-2.403],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hed
Penny,Female,[-Inf;-4.6685],(-0.1235;0.426],(0.4725;1.086],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hid
Penny,Female,(-3.538;-3.0185],(-0.1235;0.426],[-Inf;0.4725],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hId
Penny,Female,(-3.0185;-2.403],(-0.1235;0.426],[-Inf;0.4725],(0.829;1.5145],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],[-Inf;-0.69],(-0.4855;0.122],(-0.9615; Inf],hEd
Penny,Female,(-2.403;-1.6645],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hAd
Penny,Female,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.0915],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hYd
Penny,Female,(-3.0185;-2.403],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],had
Penny,Female,(-4.6685;-4.2625],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hod
Penny,Female,(-4.2625;-3.538],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hUd
Penny,Female,[-Inf;-4.6685],(2.1435;3.1765],(0.4725;1.086],[-Inf;0.0525],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hud
Penny,Female,(-3.0185;-2.403],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hed
Rose,Female,[-Inf;-4.6685],(2.1435;3.1765],(1.086; Inf],(1.5145; Inf],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hid
Rose,Female,(-4.2625;-3.538],(1.4125;2.1435],(0.4725;1.086],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],[-Inf;-0.6605],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hId
Rose,Female,(-4.2625;-3.538],(0.711;1.4125],[-Inf;0.4725],(0.829;1.5145],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hEd
Rose,Female,(-3.538;-3.0185],(0.711;1.4125],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hAd
Rose,Female,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-1.0915;-0.7345],[-Inf;1.451],(0.4795; Inf],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hYd
Rose,Female,(-3.538;-3.0185],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],had
Rose,Female,(-4.2625;-3.538],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hOd
Rose,Female,(-4.6685;-4.2625],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hod
Rose,Female,(-4.6685;-4.2625],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hUd
Rose,Female,[-Inf;-4.6685],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hud
Rose,Female,(-4.2625;-3.538],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hed
Rose,Female,[-Inf;-4.6685],(2.1435;3.1765],(1.086; Inf],(1.5145; Inf],(-0.7345;0.286],[-Inf;1.451],[-Inf;-0.6605],(0.083; Inf],(-0.4855;0.122],(-0.9615; Inf],hid
Rose,Female,(-4.6685;-4.2625],(1.4125;2.1435],(0.4725;1.086],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],[-Inf;-0.6605],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hId
Rose,Female,(-4.2625;-3.538],(0.711;1.4125],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hAd
Rose,Female,(-3.0185;-2.403],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-1.0915;-0.7345],[-Inf;1.451],(0.4795; Inf],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hYd
Rose,Female,(-3.538;-3.0185],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-1.0915;-0.7345],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],had
Rose,Female,(-4.6685;-4.2625],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hod
Rose,Female,(-4.6685;-4.2625],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hUd
Rose,Female,[-Inf;-4.6685],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hud
Rose,Female,(-4.2625;-3.538],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hed
Rose,Female,[-Inf;-4.6685],(2.1435;3.1765],(1.086; Inf],(1.5145; Inf],(-0.7345;0.286],[-Inf;1.451],[-Inf;-0.6605],(0.083; Inf],(0.122; Inf],(-0.9615; Inf],hid
Rose,Female,(-4.2625;-3.538],(0.711;1.4125],[-Inf;0.4725],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hEd
Rose,Female,(-4.2625;-3.538],(0.711;1.4125],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hAd
Rose,Female,(-3.538;-3.0185],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-1.0915;-0.7345],[-Inf;1.451],(0.4795; Inf],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hYd
Rose,Female,(-4.2625;-3.538],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-1.0915;-0.7345],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],had
Rose,Female,(-4.2625;-3.538],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hOd
Rose,Female,(-4.6685;-4.2625],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hod
Rose,Female,[-Inf;-4.6685],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hud
Rose,Female,(-4.2625;-3.538],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hed
Rose,Female,[-Inf;-4.6685],(1.4125;2.1435],(1.086; Inf],(1.5145; Inf],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(0.122; Inf],(-0.9615; Inf],hid
Rose,Female,(-4.6685;-4.2625],(0.711;1.4125],[-Inf;0.4725],(1.5145; Inf],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hId
Rose,Female,(-4.2625;-3.538],(0.711;1.4125],[-Inf;0.4725],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hEd
Rose,Female,(-4.2625;-3.538],(0.711;1.4125],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hAd
Rose,Female,(-4.2625;-3.538],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hYd
Rose,Female,(-4.2625;-3.538],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],had
Rose,Female,(-4.2625;-3.538],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hOd
Rose,Female,(-4.6685;-4.2625],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hod
Rose,Female,(-4.6685;-4.2625],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hUd
Rose,Female,[-Inf;-4.6685],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hud
Rose,Female,(-4.2625;-3.538],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hed
Rose,Female,[-Inf;-4.6685],(1.4125;2.1435],(1.086; Inf],(1.5145; Inf],(-0.7345;0.286],[-Inf;1.451],[-Inf;-0.6605],(-0.69;0.083],(0.122; Inf],(-0.9615; Inf],hid
Rose,Female,(-4.6685;-4.2625],(0.711;1.4125],(0.4725;1.086],(0.829;1.5145],(0.286; Inf],[-Inf;1.451],[-Inf;-0.6605],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],hId
Rose,Female,(-4.6685;-4.2625],(0.711;1.4125],[-Inf;0.4725],(0.829;1.5145],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hEd
Rose,Female,(-4.2625;-3.538],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(-0.69;0.083],(-0.4855;0.122],(-0.9615; Inf],hYd
Rose,Female,(-4.2625;-3.538],(1.4125;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.7345;0.286],[-Inf;1.451],(-0.6605;0.4795],(-0.69;0.083],[-Inf;-0.4855],(-0.9615; Inf],had
Rose,Female,(-4.2625;-3.538],(2.1435;3.1765],[-Inf;0.4725],[-Inf;0.0525],(-0.7345;0.286],[-Inf;1.451],(0.4795; Inf],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hOd
Rose,Female,(-4.6685;-4.2625],(3.1765; Inf],[-Inf;0.4725],[-Inf;0.0525],(0.286; Inf],[-Inf;1.451],(-0.6605;0.4795],(0.083; Inf],[-Inf;-0.4855],(-0.9615; Inf],hod
