Speaker.Number,Sex,Feature.0,Feature.1,Feature.2,Feature.3,Feature.4,Feature.5,Feature.6,Feature.7,Feature.8,Feature.9,Class
Andrew,Male,(-3.355;-3.0185],(-0.1235;0.519],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],(1.451; Inf],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hId
Kate,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hAd
Kate,Female,(-3.0185;-2.3195],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],had
Kate,Female,(-3.7375;-3.355],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(0.4795; Inf],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hOd
Kate,Female,(-4.2625;-3.7375],(3.0665;3.687],[-Inf;0.4725],(0.0525;0.829],[-Inf;-1.104],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hod
Kate,Female,(-4.2625;-3.7375],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hUd
Kate,Female,[-Inf;-4.6685],(3.687; Inf],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],[-Inf;-0.976],hud
Kate,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],[-Inf;-0.976],hed
Penny,Female,(-3.355;-3.0185],[-Inf;-0.1235],[-Inf;0.4725],(0.829; Inf],(0.5035; Inf],[-Inf;1.2425],(-0.6575;0.4795],[-Inf;-0.69],[-Inf;0.122],(-0.976; Inf],hid
Penny,Female,(-3.0185;-2.3195],(-0.1235;0.519],[-Inf;0.4725],(0.0525;0.829],(0.5035; Inf],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hId
Penny,Female,(-2.3195;-1.557],(0.519;1.1855],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hEd
Penny,Female,(-2.3195;-1.557],(2.1435;3.0665],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hAd
Penny,Female,(-3.0185;-2.3195],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],had
Penny,Female,(-3.0185;-2.3195],(2.1435;3.0665],(0.4725;1.086],(0.0525;0.829],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hOd
Penny,Female,(-4.2625;-3.7375],(3.0665;3.687],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hod
Penny,Female,(-4.2625;-3.7375],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hUd
Penny,Female,[-Inf;-4.6685],(2.1435;3.0665],(0.4725;1.086],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hud
Penny,Female,(-3.7375;-3.355],[-Inf;-0.1235],[-Inf;0.4725],(0.829; Inf],(0.5035; Inf],[-Inf;1.2425],(-0.6575;0.4795],[-Inf;-0.69],[-Inf;0.122],(-0.976; Inf],hid
Penny,Female,(-3.0185;-2.3195],(-0.1235;0.519],[-Inf;0.4725],(0.0525;0.829],(0.5035; Inf],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hId
Penny,Female,(-2.3195;-1.557],(0.519;1.1855],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hEd
Penny,Female,(-2.3195;-1.557],(2.1435;3.0665],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hAd
Penny,Female,(-3.0185;-2.3195],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hYd
Penny,Female,(-3.0185;-2.3195],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],had
Penny,Female,(-3.0185;-2.3195],(2.1435;3.0665],(0.4725;1.086],(0.0525;0.829],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hOd
Penny,Female,(-4.6685;-4.2625],(3.0665;3.687],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hod
Penny,Female,(-4.2625;-3.7375],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hUd
Penny,Female,[-Inf;-4.6685],(2.1435;3.0665],(0.4725;1.086],[-Inf;0.0525],(0.5035; Inf],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hud
Penny,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hed
Penny,Female,(-3.7375;-3.355],[-Inf;-0.1235],[-Inf;0.4725],(0.829; Inf],(0.5035; Inf],[-Inf;1.2425],(-0.6575;0.4795],[-Inf;-0.69],[-Inf;0.122],(-0.976; Inf],hid
Penny,Female,(-3.0185;-2.3195],(-0.1235;0.519],[-Inf;0.4725],(0.0525;0.829],(0.5035; Inf],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hId
Penny,Female,(-2.3195;-1.557],(0.519;1.1855],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hEd
Penny,Female,(-3.0185;-2.3195],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hYd
Penny,Female,(-3.0185;-2.3195],(2.1435;3.0665],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],had
Penny,Female,(-3.0185;-2.3195],(2.1435;3.0665],(0.4725;1.086],(0.0525;0.829],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hOd
Penny,Female,(-4.6685;-4.2625],(3.687; Inf],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hod
Penny,Female,(-4.2625;-3.7375],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hUd
Penny,Female,[-Inf;-4.6685],(1.1855;2.1435],(0.4725;1.086],[-Inf;0.0525],(0.5035; Inf],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hud
Penny,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hed
Penny,Female,(-4.2625;-3.7375],[-Inf;-0.1235],[-Inf;0.4725],(0.829; Inf],(0.5035; Inf],[-Inf;1.2425],(-0.6575;0.4795],[-Inf;-0.69],[-Inf;0.122],(-0.976; Inf],hid
Penny,Female,(-3.355;-3.0185],(-0.1235;0.519],[-Inf;0.4725],(0.829; Inf],(0.5035; Inf],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hId
Penny,Female,(-3.0185;-2.3195],(0.519;1.1855],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hEd
Penny,Female,(-2.3195;-1.557],(2.1435;3.0665],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hAd
Penny,Female,(-3.0185;-2.3195],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hYd
Penny,Female,(-3.0185;-2.3195],(2.1435;3.0665],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],had
Penny,Female,(-3.0185;-2.3195],(2.1435;3.0665],[-Inf;0.4725],(0.0525;0.829],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hOd
Penny,Female,(-4.6685;-4.2625],(3.687; Inf],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hod
Penny,Female,(-4.2625;-3.7375],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(0.5035; Inf],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hUd
Penny,Female,[-Inf;-4.6685],(2.1435;3.0665],(0.4725;1.086],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hud
Penny,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hed
Penny,Female,(-4.2625;-3.7375],(-0.1235;0.519],[-Inf;0.4725],(0.829; Inf],(0.5035; Inf],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hid
Penny,Female,(-3.355;-3.0185],(-0.1235;0.519],[-Inf;0.4725],(0.829; Inf],(0.5035; Inf],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hId
Penny,Female,(-3.0185;-2.3195],(0.519;1.1855],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hEd
Penny,Female,(-3.0185;-2.3195],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hYd
Penny,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],had
Penny,Female,(-3.355;-3.0185],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hOd
Penny,Female,(-4.6685;-4.2625],(3.687; Inf],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hod
Penny,Female,(-4.2625;-3.7375],(1.1855;2.1435],[-Inf;0.4725],[-Inf;0.0525],(0.5035; Inf],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hUd
Penny,Female,[-Inf;-4.6685],(2.1435;3.0665],(0.4725;1.086],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hud
Penny,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hed
Penny,Female,[-Inf;-4.6685],(-0.1235;0.519],(0.4725;1.086],(0.829; Inf],(0.5035; Inf],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hid
Penny,Female,(-3.355;-3.0185],(-0.1235;0.519],[-Inf;0.4725],(0.829; Inf],(0.5035; Inf],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hId
Penny,Female,(-3.0185;-2.3195],(-0.1235;0.519],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],[-Inf;-0.69],[-Inf;0.122],(-0.976; Inf],hEd
Penny,Female,(-2.3195;-1.557],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hAd
Penny,Female,(-3.0185;-2.3195],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],[-Inf;-1.104],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hYd
Penny,Female,(-3.0185;-2.3195],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],had
Penny,Female,(-3.355;-3.0185],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hOd
Penny,Female,[-Inf;-4.6685],(2.1435;3.0665],(0.4725;1.086],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hud
Rose,Female,[-Inf;-4.6685],(2.1435;3.0665],(1.086; Inf],(0.829; Inf],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hid
Rose,Female,(-4.2625;-3.7375],(1.1855;2.1435],(0.4725;1.086],(0.829; Inf],(0.5035; Inf],[-Inf;1.2425],(-1.173;-1.013],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hId
Rose,Female,(-4.2625;-3.7375],(0.519;1.1855],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hEd
Rose,Female,(-3.7375;-3.355],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hAd
Rose,Female,(-3.0185;-2.3195],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(0.4795; Inf],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hYd
Rose,Female,(-3.355;-3.0185],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],had
Rose,Female,(-4.2625;-3.7375],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hOd
Rose,Female,(-4.6685;-4.2625],(3.687; Inf],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hod
Rose,Female,(-4.6685;-4.2625],(3.687; Inf],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hUd
Rose,Female,[-Inf;-4.6685],(3.687; Inf],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(0.4795; Inf],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hud
Rose,Female,(-4.2625;-3.7375],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hed
Rose,Female,[-Inf;-4.6685],(2.1435;3.0665],(1.086; Inf],(0.829; Inf],(-0.396;0.5035],[-Inf;1.2425],(-1.013;-0.6575],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hid
Rose,Female,(-4.6685;-4.2625],(1.1855;2.1435],(0.4725;1.086],(0.829; Inf],(-0.396;0.5035],[-Inf;1.2425],(-1.013;-0.6575],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hId
Rose,Female,(-4.2625;-3.7375],(0.519;1.1855],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hEd
Rose,Female,(-3.7375;-3.355],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hAd
Rose,Female,(-3.0185;-2.3195],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(0.4795; Inf],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hYd
Rose,Female,(-3.7375;-3.355],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],had
Rose,Female,(-4.2625;-3.7375],(3.0665;3.687],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hOd
Rose,Female,(-4.6685;-4.2625],(3.687; Inf],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hod
Rose,Female,(-4.6685;-4.2625],(3.687; Inf],[-Inf;0.4725],[-Inf;0.0525],(0.5035; Inf],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hUd
Rose,Female,(-4.2625;-3.7375],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hed
Rose,Female,[-Inf;-4.6685],(2.1435;3.0665],(1.086; Inf],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(-1.013;-0.6575],(0.0765; Inf],(0.122; Inf],(-0.976; Inf],hid
Rose,Female,(-4.6685;-4.2625],(1.1855;2.1435],(0.4725;1.086],(0.829; Inf],(-0.396;0.5035],[-Inf;1.2425],(-1.013;-0.6575],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hId
Rose,Female,(-3.7375;-3.355],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hAd
Rose,Female,(-3.7375;-3.355],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(0.4795; Inf],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hYd
Rose,Female,(-4.2625;-3.7375],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hOd
Rose,Female,(-4.6685;-4.2625],(3.687; Inf],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hod
Rose,Female,(-4.6685;-4.2625],(3.687; Inf],[-Inf;0.4725],[-Inf;0.0525],(0.5035; Inf],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hUd
Rose,Female,(-4.2625;-3.7375],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hed
Rose,Female,[-Inf;-4.6685],(1.1855;2.1435],(1.086; Inf],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],(0.122; Inf],(-0.976; Inf],hid
Rose,Female,(-4.2625;-3.7375],(0.519;1.1855],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hEd
Rose,Female,(-3.7375;-3.355],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hAd
Rose,Female,(-4.2625;-3.7375],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-1.104;-0.396],[-Inf;1.2425],(0.4795; Inf],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hYd
Rose,Female,(-4.2625;-3.7375],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],had
Rose,Female,(-4.2625;-3.7375],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hOd
Rose,Female,(-4.6685;-4.2625],(3.687; Inf],[-Inf;0.4725],[-Inf;0.0525],(0.5035; Inf],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hod
Rose,Female,(-4.6685;-4.2625],(3.687; Inf],[-Inf;0.4725],[-Inf;0.0525],(0.5035; Inf],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hUd
Rose,Female,[-Inf;-4.6685],(3.687; Inf],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hud
Rose,Female,(-4.2625;-3.7375],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(0.5035; Inf],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hed
Rose,Female,[-Inf;-4.6685],(1.1855;2.1435],(1.086; Inf],(0.829; Inf],(-1.104;-0.396],[-Inf;1.2425],(-1.013;-0.6575],(-0.69;0.0765],(0.122; Inf],(-0.976; Inf],hid
Rose,Female,(-4.6685;-4.2625],(1.1855;2.1435],(0.4725;1.086],(0.829; Inf],(0.5035; Inf],[-Inf;1.2425],(-1.013;-0.6575],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hId
Rose,Female,(-4.6685;-4.2625],(1.1855;2.1435],[-Inf;0.4725],(0.829; Inf],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hEd
Rose,Female,(-3.7375;-3.355],(0.519;1.1855],[-Inf;0.4725],(0.0525;0.829],(-1.104;-0.396],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hAd
Rose,Female,(-4.2625;-3.7375],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(0.4795; Inf],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hYd
Rose,Female,(-4.2625;-3.7375],(1.1855;2.1435],[-Inf;0.4725],(0.0525;0.829],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],had
Rose,Female,(-4.2625;-3.7375],(2.1435;3.0665],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(0.4795; Inf],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hOd
Rose,Female,(-4.6685;-4.2625],(3.687; Inf],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hod
Rose,Female,(-4.6685;-4.2625],(3.687; Inf],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(0.0765; Inf],[-Inf;0.122],(-0.976; Inf],hUd
Rose,Female,[-Inf;-4.6685],(3.687; Inf],[-Inf;0.4725],[-Inf;0.0525],(-0.396;0.5035],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hud
Rose,Female,(-4.2625;-3.7375],(1.1855;2.1435],[-Inf;0.4725],[-Inf;0.0525],(0.5035; Inf],[-Inf;1.2425],(-0.6575;0.4795],(-0.69;0.0765],[-Inf;0.122],(-0.976; Inf],hed
