Speaker.Number,Sex,Feature.0,Feature.1,Feature.2,Feature.3,Feature.4,Feature.5,Feature.6,Feature.7,Feature.8,Feature.9,Class
Andrew,Male,(-3.7685;-3.143],(-0.1235;0.4245],[-Inf;0.4385],(1.4965; Inf],(-0.396;0.4995],(1.451; Inf],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hid
Kate,Female,(-3.7685;-3.143],(0.4245;0.7165],[-Inf;0.4385],(1.4965; Inf],(0.4995; Inf],(1.451; Inf],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hId
Kate,Female,(-3.143;-2.1755],(0.7165;1.2205],[-Inf;0.4385],(0.8405;1.4965],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hEd
Kate,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hAd
Kate,Female,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],[-Inf;-1.104],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hYd
Kate,Female,(-3.143;-2.1755],(0.7165;1.2205],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],had
Kate,Female,(-3.7685;-3.143],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],[-Inf;1.451],(0.4665; Inf],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hOd
Kate,Female,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],(0.0015;0.8405],[-Inf;-1.104],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],(0.2025; Inf],[-Inf; Inf],hod
Kate,Female,(-4.5165;-3.7685],(1.2205;2.215],[-Inf;0.4385],(0.8405;1.4965],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hUd
Kate,Female,[-Inf;-4.5165],(3.0665; Inf],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hud
Penny,Female,(-3.7685;-3.143],[-Inf;-0.1235],[-Inf;0.4385],(0.8405;1.4965],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],[-Inf;-0.69],[-Inf;0.2025],[-Inf; Inf],hid
Penny,Female,(-3.143;-2.1755],(-0.1235;0.4245],[-Inf;0.4385],(0.0015;0.8405],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hId
Penny,Female,(-3.143;-2.1755],(0.4245;0.7165],[-Inf;0.4385],(0.8405;1.4965],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hEd
Penny,Female,(-2.1755;-1.4625],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hAd
Penny,Female,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hYd
Penny,Female,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],had
Penny,Female,(-3.143;-2.1755],(2.215;3.0665],(0.4385;1.086],(0.0015;0.8405],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hOd
Penny,Female,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],[-Inf;-0.6535],(-1.104;-0.396],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hod
Penny,Female,(-4.5165;-3.7685],(2.215;3.0665],[-Inf;0.4385],[-Inf;-0.6535],(-0.396;0.4995],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hUd
Penny,Female,[-Inf;-4.5165],(2.215;3.0665],(0.4385;1.086],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hud
Penny,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hed
Penny,Female,(-3.7685;-3.143],[-Inf;-0.1235],[-Inf;0.4385],(0.8405;1.4965],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],[-Inf;-0.69],[-Inf;0.2025],[-Inf; Inf],hid
Penny,Female,(-3.143;-2.1755],(-0.1235;0.4245],[-Inf;0.4385],(0.0015;0.8405],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hId
Penny,Female,(-2.1755;-1.4625],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hAd
Penny,Female,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],had
Penny,Female,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],[-Inf;-0.6535],(-1.104;-0.396],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hod
Penny,Female,(-4.5165;-3.7685],(1.2205;2.215],[-Inf;0.4385],[-Inf;-0.6535],(-0.396;0.4995],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hUd
Penny,Female,[-Inf;-4.5165],(2.215;3.0665],(0.4385;1.086],(-0.6535;0.0015],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hud
Penny,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hed
Penny,Female,(-3.7685;-3.143],[-Inf;-0.1235],[-Inf;0.4385],(0.8405;1.4965],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],[-Inf;-0.69],[-Inf;0.2025],[-Inf; Inf],hid
Penny,Female,(-3.143;-2.1755],(-0.1235;0.4245],[-Inf;0.4385],(0.0015;0.8405],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hId
Penny,Female,(-3.143;-2.1755],(0.4245;0.7165],[-Inf;0.4385],(0.8405;1.4965],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hEd
Penny,Female,(-2.1755;-1.4625],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hAd
Penny,Female,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hYd
Penny,Female,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],had
Penny,Female,(-3.143;-2.1755],(2.215;3.0665],(0.4385;1.086],(0.0015;0.8405],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hOd
Penny,Female,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],[-Inf;-0.6535],(-0.396;0.4995],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hod
Penny,Female,(-4.5165;-3.7685],(1.2205;2.215],[-Inf;0.4385],[-Inf;-0.6535],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hUd
Penny,Female,[-Inf;-4.5165],(1.2205;2.215],(0.4385;1.086],(-0.6535;0.0015],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hud
Penny,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hed
Penny,Female,(-3.7685;-3.143],[-Inf;-0.1235],[-Inf;0.4385],(0.8405;1.4965],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],[-Inf;-0.69],[-Inf;0.2025],[-Inf; Inf],hid
Penny,Female,(-3.7685;-3.143],(-0.1235;0.4245],[-Inf;0.4385],(0.8405;1.4965],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hId
Penny,Female,(-3.143;-2.1755],(0.7165;1.2205],[-Inf;0.4385],(0.8405;1.4965],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hEd
Penny,Female,(-2.1755;-1.4625],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hAd
Penny,Female,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hYd
Penny,Female,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],had
Penny,Female,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(0.0015;0.8405],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hOd
Penny,Female,(-4.5165;-3.7685],(2.215;3.0665],[-Inf;0.4385],[-Inf;-0.6535],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hUd
Penny,Female,[-Inf;-4.5165],(2.215;3.0665],(0.4385;1.086],(-0.6535;0.0015],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hud
Penny,Female,(-4.5165;-3.7685],(-0.1235;0.4245],[-Inf;0.4385],(0.8405;1.4965],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hid
Penny,Female,(-3.7685;-3.143],(-0.1235;0.4245],[-Inf;0.4385],(0.8405;1.4965],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hId
Penny,Female,(-3.143;-2.1755],(0.4245;0.7165],[-Inf;0.4385],(0.8405;1.4965],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hEd
Penny,Female,(-2.1755;-1.4625],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hAd
Penny,Female,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hYd
Penny,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],had
Penny,Female,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hOd
Penny,Female,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],[-Inf;-0.6535],(-0.396;0.4995],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hod
Penny,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hed
Penny,Female,[-Inf;-4.5165],(-0.1235;0.4245],(0.4385;1.086],(0.8405;1.4965],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hid
Penny,Female,(-3.143;-2.1755],(-0.1235;0.4245],[-Inf;0.4385],(0.8405;1.4965],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hId
Penny,Female,(-3.143;-2.1755],(-0.1235;0.4245],[-Inf;0.4385],(0.8405;1.4965],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],[-Inf;-0.69],[-Inf;0.2025],[-Inf; Inf],hEd
Penny,Female,(-2.1755;-1.4625],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hAd
Penny,Female,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],[-Inf;-1.104],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hYd
Penny,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],had
Penny,Female,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hOd
Penny,Female,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],[-Inf;-0.6535],(-0.396;0.4995],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hod
Penny,Female,(-4.5165;-3.7685],(1.2205;2.215],[-Inf;0.4385],(-0.6535;0.0015],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hUd
Penny,Female,[-Inf;-4.5165],(2.215;3.0665],(0.4385;1.086],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hud
Penny,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hed
Rose,Female,(-4.5165;-3.7685],(1.2205;2.215],(0.4385;1.086],(0.8405;1.4965],(0.4995; Inf],[-Inf;1.451],[-Inf;-0.6605],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hId
Rose,Female,(-3.7685;-3.143],(0.7165;1.2205],[-Inf;0.4385],(0.8405;1.4965],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hEd
Rose,Female,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],[-Inf;1.451],(0.4665; Inf],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hYd
Rose,Female,(-3.143;-2.1755],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],had
Rose,Female,(-3.7685;-3.143],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hOd
Rose,Female,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],[-Inf;-0.6535],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hod
Rose,Female,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],[-Inf;-0.6535],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hUd
Rose,Female,[-Inf;-4.5165],(3.0665; Inf],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(0.4665; Inf],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hud
Rose,Female,(-4.5165;-3.7685],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hed
Rose,Female,[-Inf;-4.5165],(2.215;3.0665],(1.086; Inf],(1.4965; Inf],(-0.396;0.4995],[-Inf;1.451],[-Inf;-0.6605],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hid
Rose,Female,(-4.5165;-3.7685],(1.2205;2.215],(0.4385;1.086],(0.8405;1.4965],(-0.396;0.4995],[-Inf;1.451],[-Inf;-0.6605],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hId
Rose,Female,(-4.5165;-3.7685],(0.7165;1.2205],[-Inf;0.4385],(0.8405;1.4965],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hEd
Rose,Female,(-3.7685;-3.143],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hAd
Rose,Female,(-3.143;-2.1755],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],[-Inf;1.451],(0.4665; Inf],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hYd
Rose,Female,(-3.7685;-3.143],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],had
Rose,Female,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],[-Inf;-0.6535],(-1.104;-0.396],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hOd
Rose,Female,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],[-Inf;-0.6535],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hod
Rose,Female,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],[-Inf;-0.6535],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hUd
Rose,Female,[-Inf;-4.5165],(3.0665; Inf],[-Inf;0.4385],[-Inf;-0.6535],(-0.396;0.4995],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hud
Rose,Female,(-4.5165;-3.7685],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hed
Rose,Female,[-Inf;-4.5165],(1.2205;2.215],(1.086; Inf],(1.4965; Inf],(-1.104;-0.396],[-Inf;1.451],[-Inf;-0.6605],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hid
Rose,Female,(-4.5165;-3.7685],(1.2205;2.215],(0.4385;1.086],(1.4965; Inf],(-0.396;0.4995],[-Inf;1.451],[-Inf;-0.6605],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hId
Rose,Female,(-4.5165;-3.7685],(0.7165;1.2205],[-Inf;0.4385],(0.8405;1.4965],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hEd
Rose,Female,(-3.7685;-3.143],(0.7165;1.2205],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hAd
Rose,Female,(-3.7685;-3.143],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],[-Inf;1.451],(0.4665; Inf],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hYd
Rose,Female,(-3.7685;-3.143],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],had
Rose,Female,(-4.5165;-3.7685],(2.215;3.0665],[-Inf;0.4385],[-Inf;-0.6535],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hOd
Rose,Female,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],[-Inf;-0.6535],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hod
Rose,Female,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],[-Inf;-0.6535],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hUd
Rose,Female,[-Inf;-4.5165],(3.0665; Inf],[-Inf;0.4385],[-Inf;-0.6535],(-0.396;0.4995],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hud
Rose,Female,(-4.5165;-3.7685],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hed
Rose,Female,(-4.5165;-3.7685],(1.2205;2.215],(0.4385;1.086],(1.4965; Inf],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hId
Rose,Female,(-4.5165;-3.7685],(0.7165;1.2205],[-Inf;0.4385],(0.8405;1.4965],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hEd
Rose,Female,(-3.7685;-3.143],(0.7165;1.2205],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hAd
Rose,Female,(-4.5165;-3.7685],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],(-1.104;-0.396],[-Inf;1.451],(0.4665; Inf],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hYd
Rose,Female,(-4.5165;-3.7685],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],had
Rose,Female,(-4.5165;-3.7685],(3.0665; Inf],[-Inf;0.4385],[-Inf;-0.6535],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hod
Rose,Female,[-Inf;-4.5165],(3.0665; Inf],[-Inf;0.4385],[-Inf;-0.6535],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hUd
Rose,Female,[-Inf;-4.5165],(3.0665; Inf],[-Inf;0.4385],[-Inf;-0.6535],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hud
Rose,Female,(-4.5165;-3.7685],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(0.4995; Inf],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hed
Rose,Female,[-Inf;-4.5165],(1.2205;2.215],(1.086; Inf],(1.4965; Inf],(-1.104;-0.396],[-Inf;1.451],[-Inf;-0.6605],(-0.69;0.0765],(0.2025; Inf],[-Inf; Inf],hid
Rose,Female,(-4.5165;-3.7685],(1.2205;2.215],(0.4385;1.086],(0.8405;1.4965],(0.4995; Inf],[-Inf;1.451],[-Inf;-0.6605],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hId
Rose,Female,(-4.5165;-3.7685],(1.2205;2.215],[-Inf;0.4385],(0.8405;1.4965],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hEd
Rose,Female,(-3.7685;-3.143],(0.7165;1.2205],[-Inf;0.4385],(0.0015;0.8405],(-1.104;-0.396],[-Inf;1.451],(-0.6605;0.4665],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hAd
Rose,Female,(-4.5165;-3.7685],(2.215;3.0665],[-Inf;0.4385],(-0.6535;0.0015],(-0.396;0.4995],[-Inf;1.451],(0.4665; Inf],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],hYd
Rose,Female,(-4.5165;-3.7685],(1.2205;2.215],[-Inf;0.4385],(0.0015;0.8405],(-0.396;0.4995],[-Inf;1.451],(-0.6605;0.4665],(-0.69;0.0765],[-Inf;0.2025],[-Inf; Inf],had
Rose,Female,(-4.5165;-3.7685],(2.215;3.0665],[-Inf;0.4385],[-Inf;-0.6535],(-0.396;0.4995],[-Inf;1.451],(0.4665; Inf],(0.0765; Inf],[-Inf;0.2025],[-Inf; Inf],hOd
