A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,class
b,All,-inf_to_4.2075,y,p,aa,v,1.1875_to_inf,f,f,-inf_to_2.5,t,g,105.0_to_inf,-inf_to_492.0,-
a,All,4.2075_to_inf,u,g,aa,h,1.1875_to_inf,f,f,-inf_to_2.5,f,g,-inf_to_105.0,-inf_to_492.0,-
b,All,-inf_to_4.2075,y,p,w,v,-inf_to_1.1875,f,f,-inf_to_2.5,t,g,105.0_to_inf,-inf_to_492.0,-
b,All,-inf_to_4.2075,u,g,cc,v,-inf_to_1.1875,f,f,-inf_to_2.5,t,g,-inf_to_105.0,492.0_to_inf,-
a,All,4.2075_to_inf,u,g,c,v,-inf_to_1.1875,f,f,-inf_to_2.5,f,g,-inf_to_105.0,-inf_to_492.0,-
b,All,4.2075_to_inf,u,g,aa,v,-inf_to_1.1875,f,f,-inf_to_2.5,t,g,-inf_to_105.0,-inf_to_492.0,-
b,All,-inf_to_4.2075,u,g,k,h,1.1875_to_inf,f,f,-inf_to_2.5,t,g,105.0_to_inf,-inf_to_492.0,-
b,All,-inf_to_4.2075,u,g,i,bb,-inf_to_1.1875,f,f,-inf_to_2.5,f,g,-inf_to_105.0,-inf_to_492.0,-
a,All,4.2075_to_inf,u,g,q,v,-inf_to_1.1875,f,t,-inf_to_2.5,t,g,-inf_to_105.0,-inf_to_492.0,-
a,All,-inf_to_4.2075,u,g,i,v,-inf_to_1.1875,f,f,-inf_to_2.5,t,s,105.0_to_inf,-inf_to_492.0,-
b,All,4.2075_to_inf,u,g,i,v,-inf_to_1.1875,t,f,-inf_to_2.5,t,g,-inf_to_105.0,-inf_to_492.0,-
a,All,-inf_to_4.2075,u,g,q,v,-inf_to_1.1875,f,t,-inf_to_2.5,t,g,105.0_to_inf,-inf_to_492.0,-
a,All,4.2075_to_inf,y,p,ff,ff,-inf_to_1.1875,f,f,-inf_to_2.5,f,g,-inf_to_105.0,-inf_to_492.0,-
b,All,-inf_to_4.2075,u,g,c,h,1.1875_to_inf,f,t,-inf_to_2.5,t,g,105.0_to_inf,-inf_to_492.0,-
a,All,-inf_to_4.2075,u,g,aa,v,-inf_to_1.1875,f,f,-inf_to_2.5,f,g,-inf_to_105.0,-inf_to_492.0,-
a,All,-inf_to_4.2075,u,g,c,v,-inf_to_1.1875,f,f,-inf_to_2.5,f,g,105.0_to_inf,-inf_to_492.0,-
a,All,-inf_to_4.2075,u,g,c,v,-inf_to_1.1875,f,t,-inf_to_2.5,t,g,-inf_to_105.0,-inf_to_492.0,-
b,All,4.2075_to_inf,u,g,aa,v,-inf_to_1.1875,f,f,-inf_to_2.5,f,g,-inf_to_105.0,-inf_to_492.0,-
a,All,-inf_to_4.2075,u,g,w,v,-inf_to_1.1875,f,f,-inf_to_2.5,t,g,105.0_to_inf,-inf_to_492.0,-
b,All,-inf_to_4.2075,y,p,w,v,-inf_to_1.1875,f,f,-inf_to_2.5,f,s,105.0_to_inf,-inf_to_492.0,-
b,All,-inf_to_4.2075,y,p,m,v,-inf_to_1.1875,f,f,-inf_to_2.5,f,g,-inf_to_105.0,-inf_to_492.0,-
a,All,4.2075_to_inf,u,g,c,v,-inf_to_1.1875,f,f,-inf_to_2.5,t,g,105.0_to_inf,-inf_to_492.0,-
a,All,-inf_to_4.2075,u,g,c,v,1.1875_to_inf,f,t,-inf_to_2.5,t,g,-inf_to_105.0,-inf_to_492.0,-
b,All,-inf_to_4.2075,u,g,d,h,-inf_to_1.1875,f,f,-inf_to_2.5,t,s,105.0_to_inf,-inf_to_492.0,-
b,All,-inf_to_4.2075,y,p,ff,ff,1.1875_to_inf,f,f,-inf_to_2.5,f,g,105.0_to_inf,-inf_to_492.0,-
b,All,4.2075_to_inf,u,g,w,v,1.1875_to_inf,f,f,-inf_to_2.5,f,g,105.0_to_inf,-inf_to_492.0,-
b,All,4.2075_to_inf,u,g,cc,v,-inf_to_1.1875,f,f,-inf_to_2.5,f,g,-inf_to_105.0,-inf_to_492.0,-
a,All,-inf_to_4.2075,u,g,aa,v,-inf_to_1.1875,f,f,-inf_to_2.5,t,g,105.0_to_inf,-inf_to_492.0,-
,All,-inf_to_4.2075,y,p,e,h,1.1875_to_inf,f,f,-inf_to_2.5,f,g,105.0_to_inf,-inf_to_492.0,-
a,All,-inf_to_4.2075,u,g,i,h,-inf_to_1.1875,f,f,-inf_to_2.5,f,g,105.0_to_inf,-inf_to_492.0,-
a,All,-inf_to_4.2075,u,g,aa,v,-inf_to_1.1875,f,f,-inf_to_2.5,f,g,105.0_to_inf,-inf_to_492.0,-
a,All,4.2075_to_inf,u,g,q,h,-inf_to_1.1875,f,t,2.5_to_inf,t,g,105.0_to_inf,-inf_to_492.0,-
b,All,4.2075_to_inf,u,g,m,v,-inf_to_1.1875,f,t,-inf_to_2.5,f,g,-inf_to_105.0,-inf_to_492.0,-
a,All,4.2075_to_inf,u,g,ff,ff,-inf_to_1.1875,f,f,-inf_to_2.5,f,g,-inf_to_105.0,-inf_to_492.0,-
a,All,-inf_to_4.2075,u,g,c,v,-inf_to_1.1875,f,f,-inf_to_2.5,f,g,-inf_to_105.0,-inf_to_492.0,-
b,All,-inf_to_4.2075,u,g,k,v,-inf_to_1.1875,f,f,-inf_to_2.5,f,g,105.0_to_inf,-inf_to_492.0,-
b,All,-inf_to_4.2075,y,p,d,h,1.1875_to_inf,f,f,-inf_to_2.5,f,g,105.0_to_inf,492.0_to_inf,-
b,All,-inf_to_4.2075,u,g,i,v,-inf_to_1.1875,f,f,-inf_to_2.5,t,g,105.0_to_inf,-inf_to_492.0,-
b,All,-inf_to_4.2075,y,p,d,v,-inf_to_1.1875,f,f,-inf_to_2.5,f,g,105.0_to_inf,-inf_to_492.0,-
b,All,-inf_to_4.2075,u,g,m,v,1.1875_to_inf,f,f,-inf_to_2.5,t,s,105.0_to_inf,-inf_to_492.0,-
b,All,4.2075_to_inf,y,p,e,h,1.1875_to_inf,f,f,-inf_to_2.5,f,g,105.0_to_inf,-inf_to_492.0,-
a,All,4.2075_to_inf,y,p,ff,ff,1.1875_to_inf,f,t,-inf_to_2.5,t,g,105.0_to_inf,-inf_to_492.0,-
b,All,-inf_to_4.2075,u,g,aa,v,-inf_to_1.1875,f,f,-inf_to_2.5,f,g,105.0_to_inf,492.0_to_inf,-
b,All,-inf_to_4.2075,u,g,c,h,1.1875_to_inf,f,f,-inf_to_2.5,t,g,-inf_to_105.0,-inf_to_492.0,-
