A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,class
b,-inf_to_38.96,-inf_to_4.02,u,g,c,v,-inf_to_1.02,t,t,2.5_to_inf,t,g,-inf_to_111.0,492.0_to_inf,+
b,-inf_to_38.96,4.02_to_inf,u,g,cc,v,1.02_to_inf,t,t,2.5_to_inf,f,g,111.0_to_inf,492.0_to_inf,+
b,-inf_to_38.96,-inf_to_4.02,u,g,c,h,1.02_to_inf,t,t,2.5_to_inf,t,g,111.0_to_inf,-inf_to_492.0,+
b,-inf_to_38.96,-inf_to_4.02,,,,,-inf_to_1.02,f,f,-inf_to_2.5,f,p,111.0_to_inf,-inf_to_492.0,+
b,-inf_to_38.96,4.02_to_inf,u,g,w,v,-inf_to_1.02,f,f,-inf_to_2.5,t,g,111.0_to_inf,-inf_to_492.0,+
b,-inf_to_38.96,-inf_to_4.02,u,g,k,v,-inf_to_1.02,t,f,-inf_to_2.5,t,g,111.0_to_inf,-inf_to_492.0,+
a,38.96_to_inf,-inf_to_4.02,u,g,c,v,1.02_to_inf,t,t,2.5_to_inf,t,g,111.0_to_inf,492.0_to_inf,+
a,-inf_to_38.96,4.02_to_inf,u,g,aa,v,1.02_to_inf,t,t,2.5_to_inf,f,g,-inf_to_111.0,492.0_to_inf,+
,-inf_to_38.96,-inf_to_4.02,u,g,q,v,-inf_to_1.02,f,t,-inf_to_2.5,f,g,111.0_to_inf,492.0_to_inf,+
b,-inf_to_38.96,-inf_to_4.02,u,g,c,v,1.02_to_inf,t,t,2.5_to_inf,t,g,111.0_to_inf,492.0_to_inf,+
a,-inf_to_38.96,-inf_to_4.02,u,g,k,v,-inf_to_1.02,t,t,2.5_to_inf,f,g,111.0_to_inf,492.0_to_inf,+
,38.96_to_inf,-inf_to_4.02,y,p,,,-inf_to_1.02,f,f,-inf_to_2.5,t,g,111.0_to_inf,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,y,p,k,v,-inf_to_1.02,f,f,-inf_to_2.5,f,g,111.0_to_inf,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,u,g,q,v,-inf_to_1.02,f,f,-inf_to_2.5,f,g,111.0_to_inf,-inf_to_492.0,-
a,-inf_to_38.96,-inf_to_4.02,y,p,k,v,1.02_to_inf,f,f,-inf_to_2.5,t,g,111.0_to_inf,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,u,g,c,v,-inf_to_1.02,f,f,-inf_to_2.5,f,g,-inf_to_111.0,-inf_to_492.0,+
b,-inf_to_38.96,-inf_to_4.02,u,g,k,v,-inf_to_1.02,f,f,-inf_to_2.5,t,g,111.0_to_inf,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,y,p,d,v,1.02_to_inf,f,f,-inf_to_2.5,t,g,111.0_to_inf,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,y,p,k,v,-inf_to_1.02,f,f,-inf_to_2.5,f,g,111.0_to_inf,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,y,p,q,h,1.02_to_inf,f,t,-inf_to_2.5,t,g,111.0_to_inf,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,u,g,w,v,-inf_to_1.02,f,t,-inf_to_2.5,f,g,111.0_to_inf,-inf_to_492.0,-
a,-inf_to_38.96,4.02_to_inf,u,g,c,v,-inf_to_1.02,f,f,-inf_to_2.5,f,g,111.0_to_inf,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,u,g,c,h,-inf_to_1.02,f,t,-inf_to_2.5,t,g,111.0_to_inf,-inf_to_492.0,-
b,-inf_to_38.96,4.02_to_inf,y,p,ff,ff,-inf_to_1.02,f,t,-inf_to_2.5,f,g,111.0_to_inf,-inf_to_492.0,-
b,-inf_to_38.96,4.02_to_inf,u,g,m,v,1.02_to_inf,f,t,-inf_to_2.5,t,g,111.0_to_inf,-inf_to_492.0,-
b,-inf_to_38.96,4.02_to_inf,y,p,aa,v,-inf_to_1.02,t,f,-inf_to_2.5,f,g,111.0_to_inf,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,u,g,i,v,-inf_to_1.02,f,f,-inf_to_2.5,f,g,111.0_to_inf,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,u,g,c,j,1.02_to_inf,f,f,-inf_to_2.5,t,s,-inf_to_111.0,-inf_to_492.0,+
a,-inf_to_38.96,-inf_to_4.02,,,,,-inf_to_1.02,f,f,-inf_to_2.5,f,p,111.0_to_inf,-inf_to_492.0,+
b,-inf_to_38.96,-inf_to_4.02,u,g,q,v,-inf_to_1.02,f,f,-inf_to_2.5,f,g,111.0_to_inf,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,y,p,cc,v,-inf_to_1.02,f,f,-inf_to_2.5,f,g,111.0_to_inf,-inf_to_492.0,-
b,-inf_to_38.96,4.02_to_inf,u,g,c,v,1.02_to_inf,f,f,-inf_to_2.5,f,s,-inf_to_111.0,-inf_to_492.0,-
b,-inf_to_38.96,4.02_to_inf,y,p,i,bb,-inf_to_1.02,f,f,-inf_to_2.5,t,g,111.0_to_inf,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,u,g,ff,ff,-inf_to_1.02,f,f,-inf_to_2.5,f,g,-inf_to_111.0,492.0_to_inf,-
b,-inf_to_38.96,4.02_to_inf,u,g,d,h,-inf_to_1.02,f,f,-inf_to_2.5,f,g,111.0_to_inf,-inf_to_492.0,-
a,-inf_to_38.96,-inf_to_4.02,u,g,w,v,1.02_to_inf,f,f,-inf_to_2.5,f,g,111.0_to_inf,-inf_to_492.0,-
a,-inf_to_38.96,-inf_to_4.02,u,g,q,v,-inf_to_1.02,f,f,-inf_to_2.5,t,g,111.0_to_inf,492.0_to_inf,-
a,-inf_to_38.96,-inf_to_4.02,u,g,m,h,-inf_to_1.02,f,t,-inf_to_2.5,t,g,111.0_to_inf,-inf_to_492.0,-
a,-inf_to_38.96,-inf_to_4.02,u,g,ff,ff,-inf_to_1.02,f,f,-inf_to_2.5,f,g,-inf_to_111.0,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,y,p,k,ff,-inf_to_1.02,f,f,-inf_to_2.5,f,g,111.0_to_inf,-inf_to_492.0,-
a,-inf_to_38.96,-inf_to_4.02,u,g,w,v,-inf_to_1.02,f,t,-inf_to_2.5,t,g,111.0_to_inf,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,u,g,c,n,-inf_to_1.02,f,t,-inf_to_2.5,t,g,111.0_to_inf,492.0_to_inf,-
b,38.96_to_inf,-inf_to_4.02,y,p,m,v,-inf_to_1.02,f,f,-inf_to_2.5,t,g,111.0_to_inf,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,u,g,aa,v,-inf_to_1.02,f,f,-inf_to_2.5,t,g,-inf_to_111.0,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,u,g,k,v,1.02_to_inf,f,f,-inf_to_2.5,t,g,111.0_to_inf,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,u,g,i,bb,1.02_to_inf,f,f,-inf_to_2.5,t,g,111.0_to_inf,-inf_to_492.0,-
,-inf_to_38.96,-inf_to_4.02,y,p,cc,v,1.02_to_inf,f,f,-inf_to_2.5,t,g,111.0_to_inf,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,y,p,aa,v,1.02_to_inf,f,f,-inf_to_2.5,t,g,111.0_to_inf,-inf_to_492.0,-
a,38.96_to_inf,4.02_to_inf,u,g,aa,h,1.02_to_inf,f,f,-inf_to_2.5,f,g,-inf_to_111.0,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,y,p,w,v,-inf_to_1.02,f,f,-inf_to_2.5,t,g,111.0_to_inf,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,u,g,cc,v,-inf_to_1.02,f,f,-inf_to_2.5,t,g,-inf_to_111.0,492.0_to_inf,-
a,-inf_to_38.96,4.02_to_inf,u,g,c,v,-inf_to_1.02,f,f,-inf_to_2.5,f,g,-inf_to_111.0,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,u,g,k,h,1.02_to_inf,f,f,-inf_to_2.5,t,g,111.0_to_inf,-inf_to_492.0,-
a,-inf_to_38.96,-inf_to_4.02,u,g,ff,ff,-inf_to_1.02,f,t,2.5_to_inf,f,g,-inf_to_111.0,-inf_to_492.0,-
b,38.96_to_inf,-inf_to_4.02,u,g,i,bb,-inf_to_1.02,f,f,-inf_to_2.5,f,g,-inf_to_111.0,-inf_to_492.0,-
a,-inf_to_38.96,4.02_to_inf,u,g,q,v,-inf_to_1.02,f,t,-inf_to_2.5,t,g,-inf_to_111.0,-inf_to_492.0,-
a,-inf_to_38.96,-inf_to_4.02,u,g,i,v,-inf_to_1.02,f,f,-inf_to_2.5,t,s,111.0_to_inf,-inf_to_492.0,-
b,-inf_to_38.96,4.02_to_inf,u,g,i,v,-inf_to_1.02,t,f,-inf_to_2.5,t,g,-inf_to_111.0,-inf_to_492.0,-
a,-inf_to_38.96,-inf_to_4.02,u,g,q,v,-inf_to_1.02,f,t,-inf_to_2.5,t,g,111.0_to_inf,-inf_to_492.0,-
a,-inf_to_38.96,4.02_to_inf,y,p,ff,ff,-inf_to_1.02,f,f,-inf_to_2.5,f,g,-inf_to_111.0,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,u,g,c,h,1.02_to_inf,f,t,-inf_to_2.5,t,g,111.0_to_inf,-inf_to_492.0,-
a,-inf_to_38.96,-inf_to_4.02,u,g,aa,v,-inf_to_1.02,f,f,-inf_to_2.5,f,g,-inf_to_111.0,-inf_to_492.0,-
a,-inf_to_38.96,-inf_to_4.02,u,g,c,v,-inf_to_1.02,f,f,-inf_to_2.5,f,g,111.0_to_inf,-inf_to_492.0,-
a,-inf_to_38.96,-inf_to_4.02,u,g,c,v,-inf_to_1.02,f,t,-inf_to_2.5,t,g,-inf_to_111.0,-inf_to_492.0,-
b,-inf_to_38.96,4.02_to_inf,u,g,aa,v,-inf_to_1.02,f,f,-inf_to_2.5,f,g,-inf_to_111.0,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,u,g,c,v,-inf_to_1.02,f,f,-inf_to_2.5,f,g,111.0_to_inf,-inf_to_492.0,-
a,-inf_to_38.96,-inf_to_4.02,u,g,w,v,-inf_to_1.02,f,f,-inf_to_2.5,t,g,111.0_to_inf,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,y,p,cc,v,1.02_to_inf,f,f,-inf_to_2.5,t,g,111.0_to_inf,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,y,p,w,v,-inf_to_1.02,f,f,-inf_to_2.5,f,s,111.0_to_inf,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,y,p,m,v,-inf_to_1.02,f,f,-inf_to_2.5,f,g,-inf_to_111.0,-inf_to_492.0,-
a,-inf_to_38.96,4.02_to_inf,u,g,c,v,-inf_to_1.02,f,f,-inf_to_2.5,t,g,111.0_to_inf,-inf_to_492.0,-
b,38.96_to_inf,-inf_to_4.02,y,p,ff,ff,1.02_to_inf,f,f,-inf_to_2.5,f,g,111.0_to_inf,-inf_to_492.0,-
b,38.96_to_inf,4.02_to_inf,u,g,w,v,1.02_to_inf,f,f,-inf_to_2.5,f,g,111.0_to_inf,-inf_to_492.0,-
b,-inf_to_38.96,4.02_to_inf,u,g,cc,v,-inf_to_1.02,f,f,-inf_to_2.5,f,g,-inf_to_111.0,-inf_to_492.0,-
a,38.96_to_inf,-inf_to_4.02,u,g,aa,v,-inf_to_1.02,f,f,-inf_to_2.5,t,g,111.0_to_inf,-inf_to_492.0,-
,-inf_to_38.96,-inf_to_4.02,y,p,e,h,1.02_to_inf,f,f,-inf_to_2.5,f,g,111.0_to_inf,-inf_to_492.0,-
a,-inf_to_38.96,-inf_to_4.02,u,g,i,h,-inf_to_1.02,f,f,-inf_to_2.5,f,g,111.0_to_inf,-inf_to_492.0,-
a,38.96_to_inf,-inf_to_4.02,u,g,aa,v,-inf_to_1.02,f,f,-inf_to_2.5,f,g,111.0_to_inf,-inf_to_492.0,-
a,-inf_to_38.96,-inf_to_4.02,u,g,c,v,-inf_to_1.02,f,f,-inf_to_2.5,f,g,-inf_to_111.0,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,u,g,k,v,-inf_to_1.02,f,f,-inf_to_2.5,f,g,111.0_to_inf,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,y,p,d,h,1.02_to_inf,f,f,-inf_to_2.5,f,g,111.0_to_inf,492.0_to_inf,-
b,-inf_to_38.96,-inf_to_4.02,u,g,i,v,-inf_to_1.02,f,f,-inf_to_2.5,t,g,111.0_to_inf,-inf_to_492.0,-
b,38.96_to_inf,-inf_to_4.02,u,g,m,v,1.02_to_inf,f,f,-inf_to_2.5,t,s,111.0_to_inf,-inf_to_492.0,-
a,-inf_to_38.96,-inf_to_4.02,u,g,c,v,1.02_to_inf,f,t,-inf_to_2.5,t,g,111.0_to_inf,-inf_to_492.0,-
a,-inf_to_38.96,4.02_to_inf,y,p,ff,ff,1.02_to_inf,f,t,-inf_to_2.5,t,g,111.0_to_inf,-inf_to_492.0,-
b,-inf_to_38.96,-inf_to_4.02,u,g,aa,v,-inf_to_1.02,f,f,-inf_to_2.5,f,g,111.0_to_inf,492.0_to_inf,-
b,-inf_to_38.96,-inf_to_4.02,u,g,c,h,1.02_to_inf,f,f,-inf_to_2.5,t,g,-inf_to_111.0,-inf_to_492.0,-
