checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
>=200,15.5_to_inf,existing paid,furniture/equipment,-inf_to_10918.0,<100,<1,All,female div/dep/mar,none,All,life insurance,All,stores,own,All,unskilled resident,All,none,yes,good
0<=X<200,-inf_to_15.5,existing paid,radio/tv,-inf_to_10918.0,<100,<1,All,male mar/wid,none,All,real estate,All,none,rent,All,skilled,All,none,yes,bad
no checking,15.5_to_inf,delayed previously,new car,-inf_to_10918.0,<100,>=7,All,male single,none,All,no known property,All,none,for free,All,skilled,All,yes,yes,good
<0,15.5_to_inf,existing paid,furniture/equipment,-inf_to_10918.0,no known savings,>=7,All,male single,none,All,life insurance,All,none,own,All,skilled,All,none,yes,bad
>=200,15.5_to_inf,existing paid,furniture/equipment,-inf_to_10918.0,<100,1<=X<4,All,male single,none,All,real estate,All,none,own,All,unskilled resident,All,none,yes,bad
<0,15.5_to_inf,delayed previously,new car,-inf_to_10918.0,<100,unemployed,All,male single,none,All,real estate,All,none,for free,All,skilled,All,none,yes,bad
no checking,15.5_to_inf,critical/other existing credit,new car,-inf_to_10918.0,<100,1<=X<4,All,female div/dep/mar,none,All,car,All,none,own,All,skilled,All,yes,yes,good
<0,-inf_to_15.5,all paid,radio/tv,-inf_to_10918.0,<100,1<=X<4,All,female div/dep/mar,none,All,real estate,All,bank,own,All,unskilled resident,All,none,yes,bad
no checking,15.5_to_inf,critical/other existing credit,used car,-inf_to_10918.0,no known savings,4<=X<7,All,male single,none,All,no known property,All,none,for free,All,skilled,All,yes,yes,good
no checking,-inf_to_15.5,critical/other existing credit,repairs,-inf_to_10918.0,no known savings,4<=X<7,All,female div/dep/mar,none,All,real estate,All,none,own,All,skilled,All,none,yes,good
<0,15.5_to_inf,existing paid,radio/tv,-inf_to_10918.0,<100,4<=X<7,All,male mar/wid,guarantor,All,real estate,All,none,own,All,skilled,All,yes,yes,bad
0<=X<200,-inf_to_15.5,critical/other existing credit,new car,-inf_to_10918.0,100<=X<500,<1,All,male single,none,All,car,All,none,own,All,skilled,All,none,yes,good
0<=X<200,-inf_to_15.5,existing paid,education,-inf_to_10918.0,<100,4<=X<7,All,female div/dep/mar,none,All,life insurance,All,none,own,All,high qualif/self emp/mgmt,All,yes,yes,good
0<=X<200,-inf_to_15.5,existing paid,radio/tv,-inf_to_10918.0,<100,<1,All,male single,none,All,car,All,stores,own,All,skilled,All,none,yes,bad
0<=X<200,15.5_to_inf,no credits/all paid,new car,-inf_to_10918.0,100<=X<500,<1,All,female div/dep/mar,none,All,car,All,none,own,All,skilled,All,none,yes,bad
no checking,15.5_to_inf,no credits/all paid,new car,-inf_to_10918.0,no known savings,1<=X<4,All,female div/dep/mar,none,All,life insurance,All,bank,own,All,skilled,All,yes,yes,bad
<0,15.5_to_inf,all paid,furniture/equipment,-inf_to_10918.0,<100,4<=X<7,All,male single,none,All,car,All,bank,own,All,skilled,All,none,yes,bad
0<=X<200,15.5_to_inf,critical/other existing credit,furniture/equipment,-inf_to_10918.0,<100,<1,All,male single,none,All,real estate,All,none,own,All,unskilled resident,All,none,yes,bad
<0,15.5_to_inf,existing paid,used car,-inf_to_10918.0,no known savings,>=7,All,male single,none,All,no known property,All,bank,for free,All,skilled,All,yes,yes,good
<0,15.5_to_inf,all paid,radio/tv,-inf_to_10918.0,<100,4<=X<7,All,male single,guarantor,All,car,All,bank,rent,All,unskilled resident,All,none,yes,bad
0<=X<200,15.5_to_inf,existing paid,new car,10918.0_to_inf,no known savings,1<=X<4,All,male single,none,All,no known property,All,none,for free,All,skilled,All,yes,yes,bad
0<=X<200,15.5_to_inf,delayed previously,business,-inf_to_10918.0,no known savings,1<=X<4,All,male single,none,All,life insurance,All,bank,own,All,high qualif/self emp/mgmt,All,yes,yes,good
0<=X<200,15.5_to_inf,delayed previously,radio/tv,-inf_to_10918.0,100<=X<500,4<=X<7,All,female div/dep/mar,none,All,life insurance,All,none,rent,All,skilled,All,yes,yes,good
<0,-inf_to_15.5,existing paid,new car,-inf_to_10918.0,<100,4<=X<7,All,male div/sep,none,All,car,All,none,own,All,skilled,All,none,yes,bad
0<=X<200,15.5_to_inf,existing paid,radio/tv,-inf_to_10918.0,no known savings,4<=X<7,All,male single,none,All,car,All,none,own,All,skilled,All,yes,yes,good
<0,15.5_to_inf,existing paid,radio/tv,-inf_to_10918.0,<100,1<=X<4,All,female div/dep/mar,none,All,car,All,none,own,All,skilled,All,yes,yes,bad
<0,15.5_to_inf,existing paid,furniture/equipment,-inf_to_10918.0,<100,<1,All,female div/dep/mar,none,All,real estate,All,none,rent,All,unskilled resident,All,yes,yes,bad
no checking,15.5_to_inf,critical/other existing credit,radio/tv,-inf_to_10918.0,<100,4<=X<7,All,male single,co applicant,All,car,All,none,own,All,skilled,All,none,yes,good
no checking,15.5_to_inf,existing paid,used car,-inf_to_10918.0,no known savings,unemployed,All,female div/dep/mar,none,All,life insurance,All,none,rent,All,high qualif/self emp/mgmt,All,yes,yes,good
<0,-inf_to_15.5,existing paid,business,-inf_to_10918.0,<100,1<=X<4,All,female div/dep/mar,none,All,life insurance,All,none,own,All,unskilled resident,All,none,yes,good
0<=X<200,-inf_to_15.5,existing paid,radio/tv,-inf_to_10918.0,<100,>=7,All,male single,none,All,car,All,none,own,All,unskilled resident,All,none,yes,good
no checking,-inf_to_15.5,critical/other existing credit,furniture/equipment,-inf_to_10918.0,<100,4<=X<7,All,female div/dep/mar,co applicant,All,car,All,bank,own,All,skilled,All,none,yes,good
0<=X<200,-inf_to_15.5,existing paid,radio/tv,-inf_to_10918.0,<100,4<=X<7,All,female div/dep/mar,none,All,real estate,All,none,own,All,skilled,All,none,yes,good
no checking,15.5_to_inf,critical/other existing credit,education,-inf_to_10918.0,no known savings,1<=X<4,All,female div/dep/mar,none,All,car,All,none,own,All,skilled,All,yes,yes,good
0<=X<200,15.5_to_inf,critical/other existing credit,new car,-inf_to_10918.0,<100,<1,All,male div/sep,none,All,car,All,none,own,All,skilled,All,none,yes,bad
no checking,15.5_to_inf,existing paid,retraining,-inf_to_10918.0,<100,<1,All,male mar/wid,none,All,car,All,none,own,All,unskilled resident,All,none,yes,good
0<=X<200,15.5_to_inf,critical/other existing credit,new car,-inf_to_10918.0,<100,>=7,All,male single,guarantor,All,real estate,All,bank,own,All,skilled,All,none,yes,bad
no checking,-inf_to_15.5,existing paid,furniture/equipment,-inf_to_10918.0,<100,1<=X<4,All,female div/dep/mar,none,All,real estate,All,none,rent,All,skilled,All,none,yes,good
0<=X<200,15.5_to_inf,existing paid,repairs,-inf_to_10918.0,<100,<1,All,male single,none,All,no known property,All,none,rent,All,unskilled resident,All,none,yes,bad
no checking,-inf_to_15.5,existing paid,new car,-inf_to_10918.0,no known savings,>=7,All,female div/dep/mar,none,All,no known property,All,none,for free,All,high qualif/self emp/mgmt,All,yes,yes,good
<0,15.5_to_inf,existing paid,furniture/equipment,-inf_to_10918.0,<100,1<=X<4,All,female div/dep/mar,none,All,real estate,All,bank,rent,All,skilled,All,none,yes,bad
<0,-inf_to_15.5,critical/other existing credit,new car,-inf_to_10918.0,<100,1<=X<4,All,male single,none,All,real estate,All,none,rent,All,skilled,All,none,yes,good
<0,-inf_to_15.5,existing paid,furniture/equipment,-inf_to_10918.0,<100,1<=X<4,All,male single,guarantor,All,life insurance,All,none,own,All,unskilled resident,All,none,yes,good
<0,15.5_to_inf,existing paid,domestic appliance,-inf_to_10918.0,<100,1<=X<4,All,male mar/wid,none,All,real estate,All,none,own,All,unskilled resident,All,yes,yes,bad
<0,-inf_to_15.5,critical/other existing credit,radio/tv,-inf_to_10918.0,<100,4<=X<7,All,female div/dep/mar,none,All,real estate,All,none,own,All,unskilled resident,All,yes,yes,good
0<=X<200,15.5_to_inf,delayed previously,new car,-inf_to_10918.0,no known savings,1<=X<4,All,female div/dep/mar,none,All,car,All,none,rent,All,skilled,All,yes,yes,good
no checking,15.5_to_inf,existing paid,business,-inf_to_10918.0,>=1000,>=7,All,female div/dep/mar,none,All,real estate,All,bank,own,All,unskilled resident,All,none,yes,good
0<=X<200,15.5_to_inf,existing paid,new car,-inf_to_10918.0,<100,1<=X<4,All,female div/dep/mar,none,All,life insurance,All,none,rent,All,unskilled resident,All,yes,yes,bad
<0,15.5_to_inf,all paid,other,-inf_to_10918.0,no known savings,>=7,All,male single,none,All,car,All,stores,own,All,high qualif/self emp/mgmt,All,yes,yes,bad
0<=X<200,-inf_to_15.5,all paid,new car,-inf_to_10918.0,100<=X<500,<1,All,female div/dep/mar,none,All,life insurance,All,stores,own,All,unskilled resident,All,none,yes,bad
<0,15.5_to_inf,existing paid,new car,-inf_to_10918.0,<100,4<=X<7,All,female div/dep/mar,none,All,car,All,none,rent,All,skilled,All,none,yes,bad
0<=X<200,15.5_to_inf,no credits/all paid,business,-inf_to_10918.0,<100,1<=X<4,All,male single,none,All,real estate,All,none,own,All,unskilled resident,All,yes,yes,bad
no checking,15.5_to_inf,critical/other existing credit,new car,-inf_to_10918.0,<100,4<=X<7,All,male single,none,All,life insurance,All,bank,own,All,skilled,All,none,yes,bad
no checking,15.5_to_inf,delayed previously,business,-inf_to_10918.0,<100,1<=X<4,All,male single,none,All,no known property,All,none,for free,All,skilled,All,none,yes,good
0<=X<200,-inf_to_15.5,existing paid,radio/tv,-inf_to_10918.0,<100,<1,All,female div/dep/mar,guarantor,All,real estate,All,none,own,All,skilled,All,none,yes,good
0<=X<200,-inf_to_15.5,existing paid,furniture/equipment,-inf_to_10918.0,<100,1<=X<4,All,female div/dep/mar,none,All,life insurance,All,none,own,All,skilled,All,none,yes,bad
0<=X<200,15.5_to_inf,all paid,education,-inf_to_10918.0,<100,4<=X<7,All,female div/dep/mar,none,All,no known property,All,bank,for free,All,unskilled resident,All,none,yes,bad
no checking,15.5_to_inf,existing paid,furniture/equipment,-inf_to_10918.0,<100,1<=X<4,All,female div/dep/mar,none,All,car,All,none,own,All,high qualif/self emp/mgmt,All,yes,yes,bad
>=200,-inf_to_15.5,existing paid,furniture/equipment,-inf_to_10918.0,<100,<1,All,female div/dep/mar,none,All,life insurance,All,none,own,All,skilled,All,none,yes,good
<0,15.5_to_inf,all paid,furniture/equipment,-inf_to_10918.0,500<=X<1000,1<=X<4,All,male single,none,All,real estate,All,stores,own,All,skilled,All,yes,yes,good
no checking,15.5_to_inf,critical/other existing credit,business,-inf_to_10918.0,<100,1<=X<4,All,male single,none,All,real estate,All,none,own,All,high qualif/self emp/mgmt,All,yes,yes,good
no checking,15.5_to_inf,existing paid,radio/tv,-inf_to_10918.0,<100,<1,All,male single,none,All,real estate,All,none,own,All,skilled,All,none,yes,good
<0,-inf_to_15.5,existing paid,domestic appliance,-inf_to_10918.0,100<=X<500,unemployed,All,female div/dep/mar,none,All,life insurance,All,none,own,All,skilled,All,none,yes,bad
>=200,-inf_to_15.5,existing paid,new car,-inf_to_10918.0,100<=X<500,>=7,All,female div/dep/mar,none,All,no known property,All,none,for free,All,unskilled resident,All,none,yes,bad
<0,15.5_to_inf,existing paid,radio/tv,-inf_to_10918.0,>=1000,<1,All,female div/dep/mar,none,All,car,All,bank,own,All,skilled,All,none,yes,good
<0,15.5_to_inf,all paid,used car,-inf_to_10918.0,<100,1<=X<4,All,female div/dep/mar,guarantor,All,car,All,bank,rent,All,skilled,All,none,no,good
no checking,15.5_to_inf,delayed previously,furniture/equipment,-inf_to_10918.0,<100,4<=X<7,All,female div/dep/mar,none,All,real estate,All,none,own,All,skilled,All,none,yes,bad
0<=X<200,15.5_to_inf,no credits/all paid,business,10918.0_to_inf,no known savings,1<=X<4,All,male single,none,All,car,All,bank,own,All,high qualif/self emp/mgmt,All,yes,yes,good
0<=X<200,15.5_to_inf,delayed previously,radio/tv,-inf_to_10918.0,no known savings,1<=X<4,All,male single,none,All,no known property,All,none,for free,All,high qualif/self emp/mgmt,All,none,yes,good
<0,-inf_to_15.5,critical/other existing credit,new car,-inf_to_10918.0,<100,1<=X<4,All,male single,none,All,real estate,All,none,rent,All,skilled,All,none,yes,good
0<=X<200,15.5_to_inf,existing paid,furniture/equipment,-inf_to_10918.0,100<=X<500,1<=X<4,All,female div/dep/mar,co applicant,All,car,All,none,rent,All,skilled,All,none,yes,bad
no checking,-inf_to_15.5,existing paid,new car,-inf_to_10918.0,<100,1<=X<4,All,male div/sep,none,All,real estate,All,none,own,All,unskilled resident,All,none,yes,good
0<=X<200,15.5_to_inf,critical/other existing credit,business,-inf_to_10918.0,<100,4<=X<7,All,male single,none,All,life insurance,All,none,own,All,skilled,All,none,yes,good
no checking,15.5_to_inf,critical/other existing credit,new car,-inf_to_10918.0,<100,1<=X<4,All,male single,none,All,life insurance,All,bank,own,All,skilled,All,none,yes,bad
no checking,15.5_to_inf,existing paid,business,-inf_to_10918.0,no known savings,1<=X<4,All,male div/sep,none,All,real estate,All,bank,own,All,skilled,All,none,yes,bad
<0,-inf_to_15.5,existing paid,furniture/equipment,-inf_to_10918.0,<100,<1,All,female div/dep/mar,none,All,car,All,none,rent,All,skilled,All,none,yes,good
<0,15.5_to_inf,existing paid,radio/tv,-inf_to_10918.0,<100,1<=X<4,All,male single,none,All,no known property,All,none,for free,All,skilled,All,none,yes,bad
no checking,-inf_to_15.5,existing paid,radio/tv,-inf_to_10918.0,no known savings,>=7,All,male single,none,All,car,All,none,own,All,skilled,All,none,yes,good
>=200,-inf_to_15.5,existing paid,furniture/equipment,-inf_to_10918.0,<100,1<=X<4,All,male single,none,All,real estate,All,none,own,All,skilled,All,yes,yes,good
0<=X<200,-inf_to_15.5,all paid,new car,-inf_to_10918.0,100<=X<500,4<=X<7,All,male single,none,All,no known property,All,none,own,All,skilled,All,none,yes,bad
no checking,-inf_to_15.5,existing paid,education,-inf_to_10918.0,no known savings,>=7,All,male single,none,All,real estate,All,none,own,All,unskilled resident,All,none,yes,good
<0,15.5_to_inf,all paid,furniture/equipment,-inf_to_10918.0,<100,1<=X<4,All,male single,none,All,car,All,bank,own,All,skilled,All,none,yes,bad
0<=X<200,-inf_to_15.5,existing paid,radio/tv,-inf_to_10918.0,no known savings,<1,All,male single,none,All,life insurance,All,none,own,All,skilled,All,none,yes,good
no checking,-inf_to_15.5,existing paid,furniture/equipment,-inf_to_10918.0,<100,<1,All,female div/dep/mar,co applicant,All,car,All,none,rent,All,skilled,All,none,yes,bad
0<=X<200,15.5_to_inf,existing paid,new car,-inf_to_10918.0,<100,<1,All,female div/dep/mar,none,All,car,All,none,own,All,unskilled resident,All,yes,yes,bad
no checking,-inf_to_15.5,existing paid,education,-inf_to_10918.0,<100,>=7,All,male single,none,All,life insurance,All,bank,own,All,skilled,All,yes,yes,good
no checking,15.5_to_inf,existing paid,radio/tv,-inf_to_10918.0,500<=X<1000,4<=X<7,All,female div/dep/mar,none,All,car,All,none,own,All,skilled,All,none,yes,good
no checking,15.5_to_inf,delayed previously,radio/tv,10918.0_to_inf,<100,4<=X<7,All,male single,none,All,car,All,none,own,All,skilled,All,yes,yes,good
no checking,-inf_to_15.5,existing paid,radio/tv,-inf_to_10918.0,<100,<1,All,female div/dep/mar,none,All,car,All,none,own,All,skilled,All,none,yes,good
<0,15.5_to_inf,delayed previously,radio/tv,-inf_to_10918.0,<100,4<=X<7,All,male single,none,All,life insurance,All,bank,own,All,skilled,All,yes,yes,bad
<0,15.5_to_inf,existing paid,education,-inf_to_10918.0,<100,unemployed,All,female div/dep/mar,none,All,real estate,All,none,own,All,unemp/unskilled non res,All,none,yes,bad
0<=X<200,-inf_to_15.5,existing paid,repairs,-inf_to_10918.0,<100,>=7,All,male single,none,All,car,All,none,own,All,unskilled resident,All,none,yes,good
no checking,-inf_to_15.5,existing paid,education,-inf_to_10918.0,100<=X<500,1<=X<4,All,male single,none,All,life insurance,All,none,own,All,high qualif/self emp/mgmt,All,yes,yes,bad
no checking,15.5_to_inf,critical/other existing credit,radio/tv,-inf_to_10918.0,<100,4<=X<7,All,male mar/wid,guarantor,All,car,All,none,own,All,skilled,All,yes,yes,good
<0,15.5_to_inf,critical/other existing credit,radio/tv,-inf_to_10918.0,<100,4<=X<7,All,male mar/wid,none,All,life insurance,All,none,own,All,high qualif/self emp/mgmt,All,yes,yes,good
no checking,15.5_to_inf,delayed previously,business,-inf_to_10918.0,no known savings,<1,All,male single,none,All,car,All,none,rent,All,skilled,All,yes,yes,bad
<0,15.5_to_inf,no credits/all paid,furniture/equipment,-inf_to_10918.0,<100,1<=X<4,All,male div/sep,guarantor,All,real estate,All,none,own,All,skilled,All,none,yes,good
>=200,15.5_to_inf,existing paid,new car,-inf_to_10918.0,<100,4<=X<7,All,male single,none,All,no known property,All,bank,for free,All,skilled,All,none,yes,bad
<0,-inf_to_15.5,existing paid,education,-inf_to_10918.0,<100,1<=X<4,All,male single,none,All,car,All,none,rent,All,unskilled resident,All,none,yes,bad
<0,15.5_to_inf,existing paid,education,-inf_to_10918.0,<100,4<=X<7,All,male single,none,All,no known property,All,none,for free,All,high qualif/self emp/mgmt,All,yes,yes,good
0<=X<200,-inf_to_15.5,existing paid,furniture/equipment,-inf_to_10918.0,<100,1<=X<4,All,male single,none,All,life insurance,All,none,own,All,unskilled resident,All,none,yes,bad
<0,15.5_to_inf,existing paid,new car,-inf_to_10918.0,<100,>=7,All,male single,co applicant,All,real estate,All,none,own,All,skilled,All,none,yes,bad
0<=X<200,15.5_to_inf,delayed previously,new car,-inf_to_10918.0,100<=X<500,>=7,All,male single,none,All,car,All,none,own,All,high qualif/self emp/mgmt,All,yes,yes,bad
no checking,15.5_to_inf,critical/other existing credit,used car,-inf_to_10918.0,<100,4<=X<7,All,male single,none,All,car,All,none,own,All,skilled,All,yes,yes,good
<0,-inf_to_15.5,existing paid,new car,-inf_to_10918.0,<100,unemployed,All,male single,none,All,no known property,All,none,for free,All,skilled,All,none,yes,good
0<=X<200,-inf_to_15.5,existing paid,new car,-inf_to_10918.0,<100,>=7,All,male single,none,All,car,All,bank,own,All,unskilled resident,All,none,yes,bad
no checking,15.5_to_inf,existing paid,radio/tv,-inf_to_10918.0,no known savings,4<=X<7,All,male single,none,All,car,All,stores,own,All,skilled,All,yes,yes,good
0<=X<200,15.5_to_inf,no credits/all paid,business,-inf_to_10918.0,<100,1<=X<4,All,female div/dep/mar,none,All,car,All,none,own,All,skilled,All,none,yes,good
0<=X<200,15.5_to_inf,critical/other existing credit,furniture/equipment,-inf_to_10918.0,<100,>=7,All,male single,none,All,no known property,All,none,own,All,skilled,All,yes,yes,good
>=200,-inf_to_15.5,existing paid,radio/tv,-inf_to_10918.0,<100,1<=X<4,All,male mar/wid,none,All,real estate,All,none,rent,All,skilled,All,none,yes,good
no checking,15.5_to_inf,existing paid,furniture/equipment,-inf_to_10918.0,<100,>=7,All,male single,none,All,real estate,All,none,own,All,skilled,All,none,yes,good
no checking,15.5_to_inf,critical/other existing credit,other,-inf_to_10918.0,<100,unemployed,All,male single,co applicant,All,no known property,All,bank,own,All,high qualif/self emp/mgmt,All,yes,yes,good
0<=X<200,15.5_to_inf,all paid,furniture/equipment,-inf_to_10918.0,>=1000,1<=X<4,All,male single,none,All,car,All,stores,own,All,skilled,All,yes,yes,good
no checking,15.5_to_inf,all paid,business,-inf_to_10918.0,<100,1<=X<4,All,female div/dep/mar,none,All,real estate,All,stores,own,All,skilled,All,none,yes,good
>=200,15.5_to_inf,critical/other existing credit,radio/tv,-inf_to_10918.0,<100,>=7,All,male single,none,All,life insurance,All,none,own,All,skilled,All,none,yes,good
no checking,15.5_to_inf,critical/other existing credit,business,-inf_to_10918.0,100<=X<500,1<=X<4,All,male single,none,All,life insurance,All,none,own,All,unskilled resident,All,yes,yes,good
no checking,15.5_to_inf,existing paid,business,-inf_to_10918.0,100<=X<500,4<=X<7,All,male single,none,All,car,All,none,own,All,skilled,All,yes,yes,good
no checking,15.5_to_inf,existing paid,new car,-inf_to_10918.0,<100,>=7,All,male single,none,All,life insurance,All,none,own,All,high qualif/self emp/mgmt,All,yes,yes,good
no checking,-inf_to_15.5,critical/other existing credit,new car,-inf_to_10918.0,500<=X<1000,1<=X<4,All,male mar/wid,none,All,car,All,none,own,All,skilled,All,none,yes,good
no checking,15.5_to_inf,delayed previously,business,-inf_to_10918.0,500<=X<1000,<1,All,male single,none,All,real estate,All,bank,own,All,unskilled resident,All,none,yes,bad
no checking,15.5_to_inf,critical/other existing credit,radio/tv,-inf_to_10918.0,<100,4<=X<7,All,female div/dep/mar,none,All,car,All,none,rent,All,high qualif/self emp/mgmt,All,yes,yes,good
no checking,15.5_to_inf,critical/other existing credit,furniture/equipment,-inf_to_10918.0,<100,>=7,All,male single,none,All,car,All,none,own,All,skilled,All,yes,yes,good
0<=X<200,15.5_to_inf,existing paid,radio/tv,-inf_to_10918.0,100<=X<500,1<=X<4,All,male mar/wid,none,All,car,All,none,own,All,skilled,All,none,yes,bad
<0,15.5_to_inf,existing paid,radio/tv,-inf_to_10918.0,<100,>=7,All,male single,none,All,real estate,All,bank,rent,All,unskilled resident,All,none,yes,good
no checking,15.5_to_inf,existing paid,radio/tv,-inf_to_10918.0,<100,<1,All,female div/dep/mar,none,All,real estate,All,none,own,All,skilled,All,none,yes,good
no checking,-inf_to_15.5,existing paid,education,-inf_to_10918.0,<100,<1,All,female div/dep/mar,none,All,no known property,All,none,own,All,skilled,All,none,yes,good
no checking,-inf_to_15.5,existing paid,radio/tv,-inf_to_10918.0,no known savings,1<=X<4,All,male single,none,All,no known property,All,none,for free,All,skilled,All,yes,yes,good
0<=X<200,15.5_to_inf,delayed previously,business,-inf_to_10918.0,100<=X<500,4<=X<7,All,male single,none,All,life insurance,All,none,own,All,unskilled resident,All,yes,yes,good
no checking,15.5_to_inf,existing paid,new car,-inf_to_10918.0,no known savings,1<=X<4,All,male single,none,All,no known property,All,none,for free,All,skilled,All,yes,yes,good
>=200,-inf_to_15.5,critical/other existing credit,radio/tv,-inf_to_10918.0,no known savings,4<=X<7,All,male single,none,All,life insurance,All,none,own,All,skilled,All,yes,yes,good
0<=X<200,15.5_to_inf,delayed previously,new car,-inf_to_10918.0,100<=X<500,>=7,All,male single,none,All,no known property,All,none,for free,All,skilled,All,none,yes,good
no checking,-inf_to_15.5,existing paid,radio/tv,-inf_to_10918.0,100<=X<500,>=7,All,male single,co applicant,All,car,All,none,own,All,skilled,All,yes,yes,good
<0,-inf_to_15.5,existing paid,new car,-inf_to_10918.0,>=1000,1<=X<4,All,male single,none,All,life insurance,All,none,own,All,skilled,All,none,yes,good
<0,-inf_to_15.5,critical/other existing credit,furniture/equipment,-inf_to_10918.0,<100,1<=X<4,All,male div/sep,none,All,life insurance,All,none,own,All,skilled,All,none,yes,good
0<=X<200,-inf_to_15.5,existing paid,repairs,-inf_to_10918.0,100<=X<500,1<=X<4,All,female div/dep/mar,none,All,real estate,All,none,own,All,unskilled resident,All,none,yes,good
0<=X<200,15.5_to_inf,existing paid,radio/tv,-inf_to_10918.0,100<=X<500,<1,All,male single,none,All,car,All,none,own,All,skilled,All,none,yes,good
no checking,15.5_to_inf,existing paid,radio/tv,-inf_to_10918.0,<100,4<=X<7,All,male single,none,All,car,All,none,own,All,skilled,All,yes,yes,good
no checking,-inf_to_15.5,existing paid,used car,-inf_to_10918.0,500<=X<1000,1<=X<4,All,male single,none,All,life insurance,All,none,rent,All,skilled,All,none,yes,good
0<=X<200,-inf_to_15.5,existing paid,radio/tv,-inf_to_10918.0,<100,4<=X<7,All,male single,guarantor,All,real estate,All,none,own,All,skilled,All,none,no,good
no checking,-inf_to_15.5,critical/other existing credit,new car,-inf_to_10918.0,<100,unemployed,All,female div/dep/mar,none,All,life insurance,All,none,own,All,unemp/unskilled non res,All,none,yes,good
no checking,15.5_to_inf,critical/other existing credit,radio/tv,-inf_to_10918.0,<100,1<=X<4,All,male single,none,All,car,All,none,own,All,skilled,All,none,yes,good
>=200,-inf_to_15.5,existing paid,education,-inf_to_10918.0,<100,>=7,All,male single,none,All,car,All,none,rent,All,high qualif/self emp/mgmt,All,yes,yes,good
no checking,-inf_to_15.5,existing paid,furniture/equipment,-inf_to_10918.0,500<=X<1000,1<=X<4,All,female div/dep/mar,none,All,car,All,none,rent,All,unskilled resident,All,none,yes,bad
<0,15.5_to_inf,critical/other existing credit,used car,-inf_to_10918.0,<100,>=7,All,male single,none,All,no known property,All,none,for free,All,skilled,All,yes,yes,bad
>=200,15.5_to_inf,existing paid,radio/tv,-inf_to_10918.0,100<=X<500,>=7,All,female div/dep/mar,none,All,no known property,All,none,for free,All,skilled,All,yes,yes,good
0<=X<200,15.5_to_inf,delayed previously,business,-inf_to_10918.0,100<=X<500,>=7,All,male single,none,All,life insurance,All,stores,own,All,skilled,All,none,yes,good
0<=X<200,15.5_to_inf,existing paid,business,-inf_to_10918.0,<100,<1,All,female div/dep/mar,none,All,life insurance,All,none,own,All,skilled,All,yes,yes,good
no checking,-inf_to_15.5,existing paid,new car,-inf_to_10918.0,500<=X<1000,>=7,All,female div/dep/mar,none,All,no known property,All,none,for free,All,skilled,All,none,yes,good
0<=X<200,15.5_to_inf,existing paid,new car,-inf_to_10918.0,100<=X<500,4<=X<7,All,male single,none,All,life insurance,All,none,own,All,skilled,All,none,yes,bad
0<=X<200,-inf_to_15.5,no credits/all paid,furniture/equipment,-inf_to_10918.0,<100,<1,All,female div/dep/mar,none,All,life insurance,All,none,rent,All,skilled,All,none,yes,bad
0<=X<200,-inf_to_15.5,existing paid,radio/tv,-inf_to_10918.0,<100,1<=X<4,All,male single,none,All,real estate,All,none,own,All,unskilled resident,All,none,yes,good
<0,-inf_to_15.5,all paid,education,-inf_to_10918.0,<100,>=7,All,female div/dep/mar,none,All,no known property,All,none,for free,All,skilled,All,none,yes,bad
no checking,15.5_to_inf,existing paid,used car,-inf_to_10918.0,no known savings,>=7,All,male single,none,All,real estate,All,none,own,All,high qualif/self emp/mgmt,All,yes,yes,good
<0,-inf_to_15.5,critical/other existing credit,radio/tv,-inf_to_10918.0,<100,1<=X<4,All,male single,none,All,real estate,All,none,own,All,unskilled resident,All,none,yes,good
0<=X<200,15.5_to_inf,existing paid,new car,10918.0_to_inf,<100,4<=X<7,All,male single,none,All,no known property,All,none,own,All,high qualif/self emp/mgmt,All,yes,yes,bad
no checking,15.5_to_inf,critical/other existing credit,used car,-inf_to_10918.0,no known savings,>=7,All,male single,none,All,car,All,none,own,All,skilled,All,none,yes,good
no checking,15.5_to_inf,critical/other existing credit,radio/tv,-inf_to_10918.0,no known savings,>=7,All,male single,none,All,car,All,none,own,All,skilled,All,yes,yes,good
no checking,15.5_to_inf,existing paid,radio/tv,-inf_to_10918.0,<100,1<=X<4,All,male single,none,All,no known property,All,none,for free,All,high qualif/self emp/mgmt,All,yes,yes,good
>=200,15.5_to_inf,critical/other existing credit,radio/tv,-inf_to_10918.0,no known savings,1<=X<4,All,male single,none,All,car,All,none,own,All,skilled,All,yes,yes,good
0<=X<200,15.5_to_inf,no credits/all paid,used car,-inf_to_10918.0,100<=X<500,>=7,All,male mar/wid,none,All,car,All,bank,own,All,skilled,All,yes,yes,good
>=200,-inf_to_15.5,no credits/all paid,radio/tv,-inf_to_10918.0,<100,<1,All,male single,none,All,car,All,none,own,All,high qualif/self emp/mgmt,All,yes,yes,bad
0<=X<200,-inf_to_15.5,all paid,education,-inf_to_10918.0,>=1000,<1,All,female div/dep/mar,none,All,life insurance,All,bank,rent,All,skilled,All,none,yes,bad
<0,-inf_to_15.5,existing paid,new car,-inf_to_10918.0,<100,1<=X<4,All,female div/dep/mar,none,All,real estate,All,none,own,All,unskilled resident,All,none,yes,bad
